orderportalid,orderdate_gmt,designer,style,shipper,shiptypeid,userid,isvip,country,region,ddprate,countrycode,hasusedwishlist,isreseller,hasitemsonbag,tierafterorder,tierbeforeorder,isusingmultipledevices,userfraudstatus,promocode,freereturn,issale,productid,brand,ddpsubcategory,storeid,countryoforigin,size,category_1stlevel,platform,returned
19988,2018-01-04 16:15:48.063000+00:00,20048,20054,2,2,17927.0,Not VIP,1,1,0.0,1,Yes,No,No,T4,,No,4,1,1,Yes,21484,264,Brassi?res,11,2,187,Clothing,web,0.0
399109,2018-01-21 04:29:38.680000+00:00,110488,110512,2,2,143054.0,Not VIP,17,4,24.3652,17,No,No,Yes,,,No,3,1,1,No,127215,1045,Other footwear,895,1,588,Shoes,app,1.0
5387,2018-01-02 08:43:26.153000+00:00,6800,6804,2,2,5115.0,VIP,1,1,7.6715,1,Yes,No,No,T2,T2,No,3,1,1,Yes,7108,20,Jackets and blazers,31,2,2,Clothing,app,0.0
254953,2018-02-06 17:13:11.370000+00:00,225,225,2,2,109833.0,VIP New,1,1,0.0,1,Yes,No,No,T1,T1,Yes,3,1,1,Yes,226,134,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",128,4,684,Clothing,web,0.0
155031,2018-01-20 02:19:47.153000+00:00,5245,5249,2,2,119258.0,Not VIP,12,4,45.0845,12,Yes,No,No,T4,,No,3,1,1,No,5452,797,Other footwear,78,1,30,Shoes,,0.0
401463,2018-01-12 10:57:00.173000+00:00,24016,24024,1,3,75834.0,Not VIP,9,3,0.0,9,Yes,No,Yes,T4,T4,No,3,1,1,No,20993,2,Other footwear,11,4,11,Shoes,web,1.0
231929,2018-02-02 12:29:20.016000+00:00,111351,111376,2,2,109305.0,VIP,19,4,0.0,19,Yes,No,Yes,T2,T2,Yes,3,1,1,No,128257,113,"Shawls, scarves, mufflers, mantillas, veils and similar articles",334,24,6,Accessories,,0.0
167122,2018-01-22 08:29:17.376000+00:00,80493,80512,2,2,6350.0,Not VIP,12,4,0.0,12,Yes,Yes,Yes,VIP,VIP,Yes,6,1,1,No,90757,33,"Trousers, overalls, shorts",151,1,317,Clothing,web,0.0
105614,2018-01-12 12:01:55.813000+00:00,69377,69394,4,2,2247.0,Not VIP,19,4,0.0,19,Yes,Yes,Yes,VIP,VIP,Yes,6,1,1,No,77708,37," T-shirts, singlets and other vests",36,4,24,Clothing,web,0.0
400253,2018-01-12 17:42:29.193000+00:00,69994,70011,1,3,267703.0,Not VIP,9,3,0.0,9,No,No,No,,,No,3,924,1,Yes,183108,424,Suits,101,1,29,Clothing,web,1.0
382202,2018-01-31 01:43:38.490000+00:00,142427,142459,1,6,258855.0,Not VIP,1,1,0.0,1,No,No,No,,,No,4,1,1,Yes,166940,67,Shirts,1178,1,3,Clothing,web,1.0
158486,2018-01-20 17:29:13.646000+00:00,68718,68735,1,3,121586.0,Not VIP,36,3,0.0,36,Yes,No,Yes,T3,T4,No,4,1,1,No,76956,63,"Blouses, shirts and shirt-blouses",11,2,70,Clothing,web,0.0
151569,2018-01-19 12:52:26.673000+00:00,82994,83015,2,2,67179.0,VIP New,1,1,22.7328,1,Yes,No,Yes,T1,T2,Yes,3,1,1,No,98637,19,Jackets and blazers,44,16,42,Clothing,app,0.0
113451,2018-01-13 00:04:25.280000+00:00,72964,72982,2,2,90368.0,Not VIP,41,4,14.7579,41,Yes,No,No,T4,,No,3,924,1,No,81854,212,"Handbags, whether or not with shoulder strap, including those without handle",11,1,17,Bags,,0.0
112701,2018-01-12 22:30:51.956000+00:00,41592,41602,2,9,89815.0,VIP,9,3,0.0,9,Yes,No,Yes,T2,T2,Yes,3,924,1,Yes,45833,141,Footwear with outer soles of rubber or plastics,186,1,158,Shoes,web,0.0
374198,2018-01-12 15:43:23.526000+00:00,68442,68459,1,3,254788.0,Not VIP,13,3,0.0,13,Yes,No,No,T4,T4,No,3,924,1,Yes,76646,345,"Trousers, overalls, shorts",17,2,63,Clothing,web,1.0
209368,2018-01-29 15:50:27.300000+00:00,104856,104878,4,2,11226.0,Not VIP,7,1,0.0,7,Yes,No,No,,,No,1,1,0,Yes,120227,99,Footwear with outer soles of rubber or plastics,15,23,261,Shoes,,0.0
214473,2018-01-30 13:19:06.536000+00:00,2264,2267,2,2,14571.0,VIP New,19,4,0.0,19,Yes,No,Yes,T2,T3,Yes,6,1,1,No,121994,28,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",1095,24,165,Clothing,app,0.0
306193,2018-02-16 18:40:20.903000+00:00,71912,71930,2,2,214940.0,Not VIP,20,3,0.0,20,Yes,No,No,T4,,No,3,1,1,No,80623,87," T-shirts, singlets and other vests",211,1,14,Clothing,web,0.0
388464,2018-01-31 08:00:43.753000+00:00,16435,16442,5,1,261225.0,Not VIP,1,1,0.0,1,Yes,No,No,T4,,No,3,1,1,Yes,17502,787,"Trousers, overalls, shorts",1241,14,56,Clothing,web,1.0
383010,2018-01-12 16:17:51.143000+00:00,150916,150949,2,2,24200.0,Not VIP,7,1,0.0,7,Yes,No,Yes,T2,T2,Yes,9,924,0,Yes,177508,645,Sunglasses,576,1,17,Accessories,web,1.0
4983,2018-01-02 06:17:35.110000+00:00,6322,6326,2,2,4749.0,Not VIP,16,4,15.4853,16,No,No,No,T4,,No,3,1,1,Yes,6597,5,,461,1,109,Clothing,web,0.0
51372,2018-01-08 12:43:40.446000+00:00,25172,25180,1,3,15872.0,VIP New,9,3,0.0,9,Yes,No,Yes,VIP,VIP,Yes,3,921,1,Yes,27249,86,"Coats: overcoats, raincoat, cape, cloaks and similar articles",155,1,57,Clothing,app,0.0
372207,2018-01-11 08:53:17.313000+00:00,7635,7640,2,2,253765.0,Not VIP,9,3,54.9921,9,No,No,No,,,No,3,924,1,Yes,52683,19,"Coats: overcoats, raincoat, cape, cloaks and similar articles",270,16,9,Clothing,web,1.0
219078,2018-01-31 08:03:17.246000+00:00,156442,156475,1,1,38091.0,Not VIP,1,1,0.0,1,Yes,No,Yes,T3,T4,Yes,4,1,1,Yes,184241,256,"Trousers, overalls, shorts",281,14,70,Clothing,web,1.0
