id,ddpsubcategory,shiptypeid,hasitemsonbag,country
3ee890dedaf25b36c47fcc4ecf6f9761,Footwear with outer soles of rubber or plastics,2,No,3
84bcba748f5f7c6cea4c38b157b2883f,Footwear with outer soles of rubber or plastics,2,Yes,14
46b688c0e5c710de9dab384aaf34e601,Footwear with outer soles of rubber or plastics,2,Yes,14
7c0bd016a8ec0b73305e8ad9d22b3a5a,,2,Yes,3
3744b08d33dba4cf6e91c0dd4b08ea28," T-shirts, singlets and other vests",2,Yes,3
77548bf98e7fe4fbc9279f3549516f2e,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3,No,20
9795b9923bbfb0936551bab494a255d9,,3,No,9
a58d4f6af3a5e71713aca7867c96314a,Footwear with outer soles of rubber or plastics,3,No,14
a944e9332dd2c70d2a840dd6ee6a084d,Shirts,2,Yes,4
7a79c1d9c78ac158b71aa4323835b804,Belts,2,Yes,4
38f33ea2aa284ae6dd11c601d02a0f8d,Jackets and blazers,2,No,16
ab23cc660cfb1fabcea294495b5e7a4e,Articles of a kind normally carried in the pocket or in the handbag,2,Yes,1
152a275798adcf52a31acdb4ec29a160,,2,No,9
3abeb16db3f5c6995c18a324a9ca1f2f,,2,No,9
14c418de568f8d90d605ac4f4aa31ca3,Footwear with outer soles of rubber or plastics,3,No,14
1123884f6c2aa3f1a0a846c185fdc00c,"Blouses, shirts and shirt-blouses",2,No,16
87b929ca5662d405004a87f8e3f3fab9,"Trousers, overalls, shorts",2,Yes,15
6e9c4e7f6d864084b2c54df6e0e20f59,Footwear with outer soles of rubber or plastics,2,Yes,15
29af37953b22facc0ef7d565913e234a,N/D,4,Yes,7
f8a4d1f20d4631b3b0bc4e75447857c6,Jackets and blazers,3,Yes,9
afe893c0b5d217881bfc2411a099d1c5,N/D,2,No,48
8a014c955734f4596de8f009b883b89d,N/D,2,No,48
ba124b29dbbbae3e2ab56a7fbdc9baf0,Other footwear,2,Yes,3
583247f592460f84d2f7fa20a0c66878,WEBSITE,WEBSITE,WEBSITE,WEBSITE
d5782bfac659d619dc56bf070da01b3e,Dresses,3,No,9
5fd8f50680bc962c87368f9d714e6c2b,Articles of a kind normally carried in the pocket or in the handbag,2,Yes,5
7caf0c76b3e2d3dd223144578e123f77," T-shirts, singlets and other vests",2,No,1
1a57433ca6bbd40ff3661b4b62911f6f,WEBSITE,WEBSITE,WEBSITE,WEBSITE
ad0f7de5e933d21da1c0f864e574670b,Sunglasses,2,No,1
4ddb1c6695ef391079bcb1afc0647612,"Handbags, whether or not with shoulder strap, including those without handle",2,No,1
33ab4d7c70c9103249fe9098b1ffd120,"Trousers, overalls, shorts",3,No,1
38a7727f4ab5ef8be101c07f082da93a,"Trousers, overalls, shorts",2,No,41
b775438add956274f2759027b8dfbbea,WEBSITE,WEBSITE,WEBSITE,WEBSITE
76c964e7714e1f490ba92a5fb7d1c8ba,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",2,Yes,45
c947f8e4348790eeb38bbef992ebe15f,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",2,Yes,45
352abc9c37b4deba09a5c6e317154296,"Trousers, overalls, shorts",2,No,16
f1161c948b20a32f3d3a8d67191fc415," T-shirts, singlets and other vests",2,No,16
