id,ddpsubcategory,shiptypeid,hasitemsonbag,country
1027ac01239701b80598a357a2c713de,WEBSITE,WEBSITE,WEBSITE,WEBSITE
be7cf72660ac5f3b16b47f992bc5adfc,"Trousers, overalls, shorts",3,No,20
ea6acb15227110bca4892824a512680a,Footwear with outer soles of rubber or plastics,2,Yes,25
b7a2ce8fc474555ef05a7a66f1d8c885,N/D,2,Yes,3
ba32ffe658ebdff93107f896f4ea33dc,Footwear with outer soles of rubber or plastics,2,Yes,3
b475889678112acba3c209c9c6a1b55b,"Pantyhose, tights",3,Yes,10
8b1f9e1ea8912c1ea5d45ff36af84e97,Other footwear with outer soles of leather,3,Yes,4
ed2f8b1b39424a3f3b725bbe9d48daed,WEBSITE,WEBSITE,WEBSITE,WEBSITE
bea1f843f753647e40e942e48aac6f49,API,API,API,API
6e76852d9d385c3d2adfb37e3c576b79,Other footwear,2,No,3
bf65fd24d985cd6a8b1abdaffd753544,Footwear with outer soles of rubber or plastics,2,Yes,1
b4a6ce0dfa68730a98890bc78afefef0," T-shirts, singlets and other vests",2,Yes,31
5cdd05270082c8ecb3530a5786a89f45," T-shirts, singlets and other vests",2,Yes,31
9d0421d283a7258833a983d3ae7cad29," T-shirts, singlets and other vests",2,Yes,31
507148fbcde03015e1808f36d604ff46,Other footwear with outer soles of leather,2,No,5
37a36fa89491dcd21d3b1b80297d572c,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3,No,9
3d529f19488b057cc248656ded29b371,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",3,No,9
af2f0eff107903166904df8d16a31513,Other footwear,3,No,9
93084b59fea90db069b6fbf80998da92,Other footwear with outer soles of leather,2,No,5
551f8062d67e25606fdc10c2553f73e1,"Trousers, overalls, shorts",2,No,5
c49ff7309e1c42ed4dbfc067f8058ad2,,2,No,5
8ca2a768ffd5ce702d1cc9790e698c2a," T-shirts, singlets and other vests",2,No,5
c679e225e73d4ba39193af48e4350791,API,API,API,API
1b0f07715b43b6b5a5c7e1729816edae,WEBSITE,WEBSITE,WEBSITE,WEBSITE
a624f121b7690249b00881ffc9bc87b9,Other footwear,2,Yes,5
5b753050bd6dc3c64c9f5ee484797ada,Footwear with outer soles of rubber or plastics,7,No,14
999c77e2ba6485623a8b8551a4a61059,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,1
12e5e24ed286fb9c3e240356b0841c0f,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,1
f4630efa179a043fb75a3db2541899d1,Other footwear with outer soles of leather,2,No,5
5c2cc02f7ddd7b53400b087db0e8cffb,"Trousers, overalls, shorts",2,Yes,1
e88be517d7c88a0d2dd4c0367490dff4," T-shirts, singlets and other vests",2,No,3
d69bb23d3dcd153c8b2ee106803cde96,WEBSITE,WEBSITE,WEBSITE,WEBSITE
2dd2ccbdef91c2d566c8725a2af45124,Footwear with outer soles of rubber or plastics,2,Yes,5
3550a2db8c40cf7ee43cfafb42f9936e,"Handbags, whether or not with shoulder strap, including those without handle",2,Yes,16
50a1705f25c2f8d17c446b151be1556b," T-shirts, singlets and other vests",2,No,40
510b1482b70a4d21aa9f192b86c8dc23,WEBSITE,WEBSITE,WEBSITE,WEBSITE
b7c974538274d73d85c2c3529ac1f563,N/D,4,No,7
9542c579f6453bdf42a30cd31509eb17,Other footwear,2,No,1
74fb4bb0956e42c9bdc627d151a2aa12,Footwear with outer soles of rubber or plastics,2,No,1
8b667017b85de40ff378fddd1dff8c92,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",3,No,29
0629aef6329b4793389d5073adfa84a2,Dresses,2,Yes,1
f34758ecc97933cba3dd88c16c55f9e2,"Coats: overcoats, raincoat, cape, cloaks and similar articles",2,No,16
2b3cc8ba8c306eacb3e10c3ab6186a9d,Dresses,2,No,16
e7eb0789b2674ffea76d869092fe6afa,"Carpets and other textile floor coverings, knotted, whether or not made-up: Of other textile materials",2,No,7
4965db03e1f2ad4d1f9f27fea40c135a,"Pencils and crayons, with leads encased in a rigid sheath",3,No,14
03dad561e87f1743bda3411b117f22d0,Other footwear,2,No,14
d40f7d132bce47572c15fddd285e74d4," T-shirts, singlets and other vests",2,No,40
185ba47ec166bdf3131047439a6d2323,WEBSITE,WEBSITE,WEBSITE,WEBSITE
861cd3632bd1c0016d5d040a7999f343," T-shirts, singlets and other vests",2,No,40
3d381e79db2bc52608e717d2592cf9a4,"Trousers, overalls, shorts",2,No,3
781093820c5d076feb216987e71fbfa9,"Handbags, whether or not with shoulder strap, including those without handle",2,No,3
c0c1c5d9e15a4c2d6ab935119d7d1420,Footwear with outer soles of rubber or plastics,2,No,5
0977912604f2322118ddd0718fdf43c5,Briefs and panties,2,No,5
