id,ddpsubcategory,shiptypeid,hasitemsonbag,country
0e6972024204669193f0e8315f5791f1,Articles of apparel and clothing accessories,3,Yes,69
a6c74f8ea277f80833ae67f97f101644,Footwear with outer soles of rubber or plastics,3,Yes,69
474cc3d2f417514e6b6728d3dcb33bb1,Footwear with outer soles of rubber or plastics,2,Yes,1
71e80382db305a3493304909c27de02b,,2,Yes,1
fad74a61b18e86b3dec7a7ed138dd24b,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,1
178792fd45996b7bcfadde8255fc0d55,"Trousers, overalls, shorts",2,No,16
e3e83611fc9328947b6edfa12d88ea0c,Other footwear,3,No,20
b299931f93683cf29537450c7d305d25,Footwear with outer soles of rubber or plastics,2,No,5
7df9bc8226a44b6c70ff5b755968f4dc,"Trousers, overalls, shorts",2,Yes,46
d6e936f585417d8bfc24b0971e2fa253,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,46
e82162cc302f9d9e20cbc6d83a5d9893," T-shirts, singlets and other vests",3,No,11
483871b1c5647e975ce09b4b61f00436,WEBSITE,WEBSITE,WEBSITE,WEBSITE
d4e1636cdc853a840067bca234987319,"Handbags, whether or not with shoulder strap, including those without handle",2,No,29
ee82386989d7f579e8af21ccfb213c06,Footwear with outer soles of leather or composition leather,2,No,5
63e8505ac1f2d60b752e130003033a76,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3,No,9
f5e60cea0ad731996ed3f1335199752e,Footwear with outer soles of rubber or plastics,3,No,9
083022ecc7d0f9a7d61ae74566a42ce7,Items of leather clothing & accessories,3,No,9
7324fc0d2f7bb3bdd76f88f37adc3b46,Footwear with outer soles of rubber or plastics,2,No,5
f463257fc6c7ce53b5be23104ed0b3b3,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",3,No,11
fc3263869f39fc089da5728e34af2b31,Footwear with outer soles of rubber or plastics,3,No,11
0b182d1e3ba42bab89439f9423af0309,"Handbags, whether or not with shoulder strap, including those without handle",2,Yes,61
4b65591006c02fd3e639b7ea8bde0468,Other footwear,2,No,19
8f2dd4ebbf1fd61cb6fb569eae75a1e5,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,19
b801becdea9ad077a5302e51c6b72b43,Other footwear with outer soles of leather,2,Yes,1
e876c26962ac12b0c1a6537aa4ca089a,Other footwear with outer soles of leather,2,Yes,1
9e2c33d7b4ef1f4b5c85a54b11ae1672,Footwear with outer soles of rubber or plastics,2,No,5
2b5e73d73a7c9621d5d39a9abc13628f,"Trousers, overalls, shorts",3,Yes,4
230275f5d191a8beece71c9490e51acb,,2,No,5
9d83a487b53249fb59d021388d896f04," T-shirts, singlets and other vests",2,No,5
468bb7157daf16b1ee68eaedea8952d9," T-shirts, singlets and other vests",2,No,5
15f8a87f4ce359834e998ee26197abb4,Items of leather clothing & accessories,2,Yes,5
52231c0c10856add6aae59c4a163f2cf,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",3,No,55
e78e5fa25bdca49eb56ad51de0d19678,Sunglasses,2,Yes,5
384ff90bb9aa741a5f08f056b51cbd08," T-shirts, singlets and other vests",2,Yes,5
d83d4cfd1984894762bfc9e35ad211e8,Sunglasses,2,Yes,5
f6f280e4937e96d14249cc354fb86ee0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,1
6ab9bf6f11d239e0dc8d0986ccfb2e4f,Articles of a kind normally carried in the pocket or in the handbag,2,No,3
b1fe51299e98a09a133071502fe6da73," T-shirts, singlets and other vests",2,Yes,4
67c2c2315527028d2b037050adedf0cd,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",2,No,5
ec84ee94ad284cdeeee477d229bd4b5e,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",2,No,5
09403822017940a6884daf82b594dc9d,"Trousers, overalls, shorts",2,No,5
036a2f5dd5abfde78d526040ad6b627b,WEBSITE,WEBSITE,WEBSITE,WEBSITE
6f742ebc63fcbf634cdb6be0b5ad0398,Skirts,3,No,60
dbbef8d62830c037ba911076794b92ed,Footwear with outer soles of rubber or plastics,2,Yes,3
c8debab90eed7d8d4ce80045c32d05f7,"Trousers, overalls, shorts",2,Yes,19
22f9c0557f261c8303deac4b66297694,"Trousers, overalls, shorts",2,Yes,1
548d2bcf5d59f137e54ad9490cb4ba8e," T-shirts, singlets and other vests",2,Yes,1
072a1cc958bcbd624d1963d9b4b0e2de,WEBSITE,WEBSITE,WEBSITE,WEBSITE
1a93c2cecbc995a4d9aa27848b8a1f08,,2,Yes,19
ece2ebe77cd5b6525ce5ad19037a48df,Jackets and blazers,2,Yes,5
41bab9c02fedca43c1e51813fc76224a,"Trousers, overalls, shorts",2,Yes,5
fd6e4e7bd4553b5ea463fbd44225c6f6,Jackets and blazers,3,No,9
fbef8ba12e211058a2699c730f7145cf,WEBSITE,WEBSITE,WEBSITE,WEBSITE
7ef5dd3aa7626aadd3bea483836c071e,Other footwear with outer soles of leather,2,Yes,19
15fcd93db4f3891c093bccb2e8a477e4,"Trousers, overalls, shorts",6,No,1
b0b39cd746fcdabcc1000acff560051b,,2,Yes,16
e23dbf037a114b2acc59f3664eda3b85,"Handbags, whether or not with shoulder strap, including those without handle",3,No,4
98c9d349e496e65b3cbff9d352ff9f1a,Jackets and blazers,2,Yes,1
3f6857c3ace664239d993adc27961010,N/D,2,Yes,1
83323ba5f3eba411073c6ae9d9e2d74d,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,4
6b3b2dfef604985e41303b38dfad58bb,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,4
d8ea4be35c1bafbdabe937665344e5e2,Shirts,2,No,12
b62bc78b4366b38418999e10eab16d9d," T-shirts, singlets and other vests",2,No,12
209d88a7e29ffc30fd106cd95d2d859f,API,API,API,API
0b1ac71c46447173a4817afd706369ad,Footwear with outer soles of rubber or plastics,9,No,11
dd546a6fe31375ac22f660f2ea5a148f,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,3
3beb50b3a7cd8c816bfebed7714a43d0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,3
48ca81e600cdf8aeef2b79235f51b30a,"Handbags, whether or not with shoulder strap, including those without handle",2,No,5
7dbafa36748941f173b5e64c2757ab35,WEBSITE,WEBSITE,WEBSITE,WEBSITE
2e1ef5e2d02b90a23f2b40e7e1d52b1c,Footwear with outer soles of rubber or plastics,2,No,40
940617a2d62d1bf277233d9e6a043e6c," T-shirts, singlets and other vests",2,No,16
7908800c25ce2512d9ef05a0b0199842,,2,No,5
5920c23660cc20eb5b502d2ef71be9ca," T-shirts, singlets and other vests",2,No,5
ea717f60d3201e374af093262c793f88,Jackets and blazers,2,No,16
a9f8006b350b1a0bb824665efef1b070,"Other e.g. braces, suspenders, garters and similar articles",2,Yes,1
f6d13f0541fc2925b9ac67fb0facbfe2,Footwear with outer soles of rubber or plastics,9,No,36
1b347cc311c76f23bd636edd5824c798,Other footwear with outer soles of leather,2,Yes,1
4d7fc7c49bc62a4865abab26bd8814fd,N/D,3,No,54
539fe424e3e1099a500746c7e902739f,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3,No,54
3f5cf933f88f8abad65266f7e55ad249,Footwear with outer soles of rubber or plastics,2,Yes,40
e4a7a4e32134a1db5f10bfc979514a02,"Blouses, shirts and shirt-blouses",2,Yes,12
76cb1e2fd214dcf0d872f8cb814f0132,"Trousers, overalls, shorts",2,Yes,12
241918de534d0bb4d7b5dc69f3a38107,Footwear with outer soles of rubber or plastics,2,Yes,12
251e13be5596edb5f85aca7608405a73,Other footwear with outer soles of leather,2,Yes,12
38bcfbc80b4224730eb6ab9c54a85f65," T-shirts, singlets and other vests",2,Yes,21
