id,ddpsubcategory,shiptypeid,hasitemsonbag,country
f49c8b1fa116034e2a97dc71df76b476,Dresses,2,Yes,16
325a2ac3d97641f9aeb547b921aa927f,Footwear with outer soles of rubber or plastics,2,No,5
894e519875fcef3689ff12fcb31e9254,Other footwear,2,Yes,1
d950441609428da24d3fad0b9710ed0f,WEBSITE,WEBSITE,WEBSITE,WEBSITE
5545be30af9db5a5d7b7f5ed6ae5d042,Footwear with outer soles of rubber or plastics,9,No,4
ce25eb5dabeef09edc05d6b08e5deafa,,3,No,4
68b5ad89297df7f2cdc9b8aabcff6452,API,API,API,API
414202553172108df0f0752c0fa7eb58,Other footwear,6,Yes,5
1a871591096f8bb61ede8dff78a0da69,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",2,Yes,5
ae8af99c12f02a3e20b15a320ffbff35,"Handbags, whether or not with shoulder strap, including those without handle",4,No,7
b8ae497df64a9e0b6a0ed4961141a9ca,N/D,2,Yes,3
160a1aeb70df9b585998dd2db373f1c8," T-shirts, singlets and other vests",2,Yes,3
36fc3e896f7934814d7267b91baf1832,,2,Yes,3
fb11b80338984f7c54b2cabcc65d4e99," T-shirts, singlets and other vests",2,Yes,3
78cd5d3b57d2aaa8061f1734701f53ce,Skirts,2,Yes,3
e473b0e779507c5520a2eb604992db35,Dresses,2,Yes,3
8ada1f6d56d8f5d47a5018e4e3156dda,Items of leather clothing & accessories,2,Yes,7
cfb72261a6ffbbeed122828dcfed4fbf,Footwear with outer soles of rubber or plastics,2,No,1
5eb7afdedf87b7e6537b82caeea8f901,N/D,2,Yes,25
6cdb56b8988c9b97cb5463e34a9b0673,"Handbags, whether or not with shoulder strap, including those without handle",2,Yes,16
0f5048b4a915a0cc9af1f6f684af5533,N/D,2,Yes,3
0b89629b5c28970c6d36e06635c3113b,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,1
cc38f3582364765b9f3d206fcb829f1b,N/D,2,No,1
b4530868b7fa330bc3eff863e8e840ad,Dresses,2,No,12
b1971032c129cd7abe5b4519360ebd5d,Footwear with outer soles of rubber or plastics,2,No,12
586968c631d6f1ef0719abe2aa84d056,,2,No,12
ead6beaa36331665452ca75b4baa0177,Articles of a kind normally carried in the pocket or in the handbag,1,No,1
462bfc314bd28f17a5b486e1984ce1eb,"Blouses, shirts and shirt-blouses",1,No,1
8d26e7f6b14beb152cc040535ef21e90,"Handbags, whether or not with shoulder strap, including those without handle",2,No,41
94d6e5bceb14bcce416f2d164f8050f2,"Trousers, overalls, shorts",2,Yes,1
0559006cc4d259d01366e6cc566989b4,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,1
86943f04b1ba61cc54357ff1db010cf1,"Blouses, shirts and shirt-blouses",2,Yes,1
c5859caac233af92c934993e310b2dc6,Other footwear with outer soles of leather,2,No,1
7b754a373c0c558521d8bdcbb8c6cdf2,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",2,No,4
4ce2cfe937a79b33d7e9b7d2e383c37e,WEBSITE,WEBSITE,WEBSITE,WEBSITE
a78a93b9136ef3a61a0c2e197b175ada,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",2,No,4
554d977f680d6324bed352e1028dbcb8,Footwear with outer soles of leather or composition leather,2,No,4
628652b0cdf3a3983e6b059f71188185,Other footwear with outer soles of leather,2,No,4
49f13fa2af36f9c6c90700d5db13f7a5,Footwear with outer soles of leather or composition leather,1,No,4
6d610b9ea58b9127567ceb0605a8cdf5,"Blouses, shirts and shirt-blouses",2,Yes,19
e1d9969c1b7d9e892e7865b50129b730,Dresses,2,No,1
c9a6b8709b8094b339be6d2629948fcc,Jackets and blazers,2,No,1
373e74d2353c97adfe71731aee3e61a3,"Trousers, overalls, shorts",2,No,1
bc4d5f36c0524356c8d128f0c772c1ea,,2,Yes,17
9d042467e5e04112a96bcc5ddf3f4f18,"Handbags, whether or not with shoulder strap, including those without handle",2,Yes,3
2feb2a7d3f2db05779809b65e2ba1475,"Handbags, whether or not with shoulder strap, including those without handle",2,Yes,3
8a10bc369fb19b1c8ca26d5f6874310f,Footwear with outer soles of rubber or plastics,2,Yes,19
ec7335222dfbdb20e3d40b55820808ad,Footwear with outer soles of rubber or plastics,2,Yes,19
1042f988e3acf4efcdebb304fb039b17,Footwear with outer soles of rubber or plastics,2,Yes,19
02fec48cce22588164b836951d950c68,"Of base metal, whether or not plated with precious metal",2,No,39
5399f4c6e6a70f3608a084ddb938511a,Skirts,2,Yes,1
2186178190d2c5feed08a277ba676da6,Other footwear with outer soles of leather,2,Yes,1
8671e44c8c0129abd5bf3ab39f7e511f," T-shirts, singlets and other vests",2,Yes,1
7f085e96b1e4f12bea9021f23aafb973,,2,Yes,31
32646a086d36564ab429c9bb5668a5d7,Other footwear,2,No,3
4e34e41e8da6334ccebf195957f45728,Other footwear with outer soles of leather,2,No,19
b66383d08b41fe75f87492f7ba4c4e3f,WEBSITE,WEBSITE,WEBSITE,WEBSITE
305a7008f54ed3f5e38d00b311668f8e," T-shirts, singlets and other vests",2,No,3
3f098efb170e17387b60f08a6b406dbc,Articles of a kind normally carried in the pocket or in the handbag,2,No,3
a025b2f90fc0ba2221976be9fd32d0aa,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",2,Yes,1
4ecd76445a73d8df36d6ff974661fc83,Footwear with outer soles of rubber or plastics,2,No,12
69b7a34894fb12a79047aa2c5f0505b1,Footwear with outer soles of rubber or plastics,2,Yes,3
eebf8bc2ea9d987dd367a77d0ed094ab," T-shirts, singlets and other vests",2,Yes,3
97d36185a483469a7d6fb2a8d787ad26,Footwear with outer soles of rubber or plastics,2,Yes,3
858ab5389569b15bed612f1f14fc2192,WEBSITE,WEBSITE,WEBSITE,WEBSITE
f12264dcac4e6ce9b82ae8fa503a88cf,Dresses,2,No,12
b19f7840920bfe7e12558f646771304a,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,19
fde295a0295dd0fc64841893cab5cb12,Other footwear,2,No,1
cc4c5bf40fbaf9c61bf9eae805e77cc5,Footwear with outer soles of rubber or plastics,2,Yes,12
e19f05a951bdd407dfeddc17be372d58,Footwear with outer soles of rubber or plastics,2,Yes,12
77cdad8455f7a21863c108defa40aa1c,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",1,Yes,1
646336192abf5383cc42d9b4a564cf8b,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",1,Yes,1
4daefab4a7307f5ab87f746f98e9e7f0,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",2,Yes,1
787db85f266dc1a2ad6a3f4ac3b7235f,Jackets and blazers,2,Yes,1
d0611f78d08439c180b7b2547c8ea4f6,"Blouses, shirts and shirt-blouses",2,Yes,1
7286678f1e61dea61dbd5af33d0cda2c,"Blouses, shirts and shirt-blouses",2,Yes,1
0292dfe95f16b0580dd5672f5a6a9679,"Blouses, shirts and shirt-blouses",2,Yes,1
5cdf113ffd8b0f4d005f5ad39d4fb2e1,N/D,2,Yes,17
36e80ad911d3dfc3cde90c9ac9f8f859,Footwear with outer soles of rubber or plastics,2,Yes,17
28caa8632f42f7faae63fd1d67677b09,Footwear with outer soles of rubber or plastics,2,Yes,19
de3bb0c91ec200a56c1ffdf8eb10af41,Footwear with outer soles of rubber or plastics,2,Yes,19
f0ec2a3fdae1cf112579d579afbe9813,"Trousers, overalls, shorts",1,Yes,1
86941b92e2c44caf6d6becf9171d08b2,Articles of a kind normally carried in the pocket or in the handbag,2,Yes,1
2c398ecf351b909e03747463a6682767,Other,2,Yes,1
a27081a8ebab24ce39cc4910436d4fe5,Articles of a kind normally carried in the pocket or in the handbag,2,Yes,1
408fc97c928a5d6173b72b4a45806c2d,Articles of a kind normally carried in the pocket or in the handbag,2,Yes,1
11fcdfee18ec6be96bb61207fa943677,"Pantyhose, tights",2,Yes,1
e7b1d12cd1c20febc28843e08405db23,"Blouses, shirts and shirt-blouses",2,Yes,1
d10b0d808b0cfd5fd53de71824456697,Articles of a kind normally carried in the pocket or in the handbag,2,Yes,1
dd23b42b2891e93c25e72f159932a294,Articles of a kind normally carried in the pocket or in the handbag,2,Yes,1
4d33a29913aa6d6b211286a76eb9b749,N/D,2,Yes,1
a4a67097e8a310ada51b2017a9ceeb6e,Other,2,Yes,1
4f8cbded1f717a83d602892e26817d4e,,2,Yes,3
b8600f37d2c369465e340858cc5b1e5e,WEBSITE,WEBSITE,WEBSITE,WEBSITE
9822c60cbd44380eab51af4199d17be4,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,16
3b659c545a767c31aee24767af1a9b45,,2,Yes,16
89fb9d33afe9563a0c4a76c99484a0d9,"Pantyhose, tights",2,Yes,16
89486b18d97da6ca3c998162a254af38,"Of base metal, whether or not plated with precious metal",2,Yes,1
21d7921acba7d42fa1d070e6d8547965,Skirts,2,No,50
4e87f2d9cb2f00f2ab5f7f9742445a4f,Footwear with outer soles of rubber or plastics,2,Yes,19
436fc6a87245490c1c09148823eec9ff,Footwear with outer soles of rubber or plastics,2,Yes,19
344a2b39cdc26961b661071fdd3164c5,WEBSITE,WEBSITE,WEBSITE,WEBSITE
374776f1076b693ab82c7efccb1cf1c2,WEBSITE,WEBSITE,WEBSITE,WEBSITE
95276d8cb22ec7066132638af286c042,Footwear with outer soles of rubber or plastics,2,Yes,12
d154de59f82f09e9123e4f20addcf76b,Footwear with outer soles of rubber or plastics,2,Yes,12
f8410fd61bc6becd384b22feb8356ef1,Footwear with outer soles of rubber or plastics,2,No,1
a8c8fce04bb82483fefb2d10469e85d6,"Babies' Sweaters, pullovers, sweatshirts, waistcoats (vests) and similar articles, except those imported as parts of sets",2,Yes,12
f8f5f370134d46cb215c82f92fcee9a0,Babies' Other garments and clothing accessories,2,Yes,12
746f5c557ce2c412eee9017468c64f28,,2,Yes,12
