id,ddpsubcategory,shiptypeid,hasitemsonbag,country
f894bf537b84a0c11bc239f71b488fd6,"Handbags, whether or not with shoulder strap, including those without handle",2,Yes,4
239b0fd5b9d1917bb4f4efccbbe6b2e6,Footwear with outer soles of rubber or plastics,3,No,11
9b575a8d6cb1c141bed02286de9f226b,Other footwear with outer soles of leather,2,Yes,14
6d2ed3b1b63515baab823f6bfe117ec2,,2,Yes,2
a3939928dd64f2187b07141a822434ef,WEBSITE,WEBSITE,WEBSITE,WEBSITE
be7ba661891962d6476ed90c9dcd3aea,"Trousers, overalls, shorts",2,No,106
ef615e6050267cc9281f713b3f5f6617,API,API,API,API
21f303ef2cdf605e739b0b106db22581,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",2,Yes,1
3194414732689de17d4553a76cf6434f,Footwear with outer soles of rubber or plastics,3,No,11
b38c5ae69c145125a6191e82618874c4,"Handbags, whether or not with shoulder strap, including those without handle",2,Yes,3
7345fda7a7ce80fa017c4f6a2677e8cd,Other footwear with outer soles of leather,3,No,4
6a2722e6d39862050782066715946a13,"Trousers, overalls, shorts",2,No,1
229d04137cb2a3dc6670fa4d4e5f2e58,"Shawls, scarves, mufflers, mantillas, veils and similar articles",3,No,11
4aa3b3f96e9aff2cd6ea4d55f3e4fd58,"Handbags, whether or not with shoulder strap, including those without handle",1,No,1
8bf2d1fd33f3cfe9497910f5071736c3,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,1
ee1f02264387823db3204a0121c25089,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3,No,4
bb4f39df4a91e99eee41d9c7d2e39600,Jackets and blazers,2,No,18
a893bb5265b57ecc9600048329907fc9,WEBSITE,WEBSITE,WEBSITE,WEBSITE
8c29b320f4af7a83498d54e2cbc482bf," T-shirts, singlets and other vests",9,Yes,4
9cb64326288a81a22cbc5974b3688d93,N/D,2,Yes,3
9053a32a2568272d52a08e57f8167549,"Blouses, shirts and shirt-blouses",2,No,3
245064c251f08365412fd949c09704da,N/D,2,No,3
4eed39db45e493ce0bf96e2142026e61,"Trousers, overalls, shorts",2,No,1
f31aae78ba1cb30dcdaf588b3786a466,"Trousers, overalls, shorts",2,No,1
7ab6d224522215b5cc8d6bf0576594b0,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",3,Yes,42
494d5a6f7c8485b9ec051154f6732a79,Footwear with outer soles of rubber or plastics,2,No,22
e073a6f87e5e96e3d4ce33c068846d5b," T-shirts, singlets and other vests",2,No,1
dd51f8373b277f7731597e9b94f07263," T-shirts, singlets and other vests",2,No,1
802d10aa690740afcd352caac8056935," T-shirts, singlets and other vests",2,No,1
9a45b484f89eaecd4134ede6420fff1f,"Trousers, overalls, shorts",1,Yes,1
650579d142b369414ddb3a884e666020,Jackets and blazers,2,Yes,1
d09a201714fc20134031dbbeb1070088,"Trousers, overalls, shorts",2,Yes,2
8622c82ccac76dacd63b613500abd869,N/D,4,No,7
98cee7988387439c041b2850efb03294,N/D,4,No,7
a59b2f61a167678da40050807e68d8ae,N/D,4,No,7
dace77c2679a7bdeba2acb0c37309975,Footwear with outer soles of rubber or plastics,9,Yes,12
edc00660a95ad2524d0a7079139fd171,,2,Yes,4
85e41416cc98ce419d89f5c5846c269d," T-shirts, singlets and other vests",3,Yes,4
3379d25ee9d7906fa370e057b0beffae,Footwear with outer soles of rubber or plastics,2,No,1
d29a495559c0b5524a30c4b1b1c2006e,"Other headgear, whether or not lined or trimmed",2,Yes,4
a16308a5a016c418f73c65af270d0d28,WEBSITE,WEBSITE,WEBSITE,WEBSITE
1c35cf9854b38a6b70de6cc38a8758b6,Frames and Mountings,2,No,16
cd29f63008eefa17300d4839f64cd7b6,Footwear with outer soles of rubber or plastics,2,Yes,16
8aee958d2a595ee19c35781a79a1bc78,WEBSITE,WEBSITE,WEBSITE,WEBSITE
1b99540364ef0a40fa1ce037d39fbd6d,"Trousers, overalls, shorts",2,No,64
057262b3352aff1e75ba2bc84cf79d1a," T-shirts, singlets and other vests",2,No,64
f3fc71817e7cb2549bb873838ab394b6,Articles of a kind normally carried in the pocket or in the handbag,9,No,4
4c42e6067f600f1af37339f2b2fb5ea1,WEBSITE,WEBSITE,WEBSITE,WEBSITE
92b4485dfb913a60eb390f751bdd68eb,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",3,No,8
6d4a30462ee2fbb43674eadbaf46bc9d,Swimwear,2,No,3
d31d525f9277581b9d2a0d75e0776c44,Footwear with outer soles of rubber or plastics,2,No,1
c157bfdb0b0a723b4300e4da858a4203,WEBSITE,WEBSITE,WEBSITE,WEBSITE
7b3d8cb6dd7693ffae14686b7b4d2e89,Footwear with outer soles of leather or composition leather,3,No,29
331812a258e88f33a852d0908bccda5d,Belts,2,No,1
1ae528efab5e39070fcc8a03a0b4d5dd,,2,Yes,1
719674483ef6c19198f4ec6c24db00a6,Jackets and blazers,2,Yes,1
e34770337c25aba9dc9c8b6d407537c1,Other footwear with outer soles of leather,2,No,1
5392cc3770239bcc102ac25950a29941,N/D,4,No,7
fa2d9fa8511214f1909c4c5488330873,N/D,4,No,7
33f661437c935510a93db7e4b9e154c4,Other footwear,3,Yes,24
4ad0a1e2215cfc296f96a5bb156e2851,"Trousers, overalls, shorts",2,No,3
aa0a9161b66b04a11a2ced8348563952,Other footwear,3,No,10
5564887936ec37d13b45e03ee72a4b12,Other footwear,3,No,10
8091ee1e9c0122b5fc5a4a3a8c361f15,Shirts,3,Yes,20
482492932b2af7bf76c059db4f38dc6c,"Trousers, overalls, shorts",3,No,24
f3ff8bb9a1695c75b83b5d7b958e1987,API,API,API,API
3e0f2e480602b179d604e1dbdc86d66b,WEBSITE,WEBSITE,WEBSITE,WEBSITE
12fd702f55a71e69eeba9f69f320a6a2," T-shirts, singlets and other vests",2,No,2
feb536f220ec326752f5d48a531baf42,Belts,2,No,2
6099aeafae209a106befb9d1875aed46," T-shirts, singlets and other vests",2,No,2
f8ccad51a6efc4629a480bdee0c63c6f,Shirts,2,No,2
83559bc595e025176d3ced476c470997,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",3,No,4
892334dc3843e1ffbff28b51ec449a19,Swimwear,2,No,4
913da0b6558fd7c2823c74e083f9e7a3,Jackets and blazers,3,No,4
dfc17cc7af10a3ad4fce6b61e63f749e,Other footwear,2,Yes,1
86637f3bee9fe889fcd70e602c22ee8a,Belts,2,No,4
44e487fa02b4f9d57e3c6162b6b92c06,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,19
c7ac00774299b90a1e2e03edac4d6570,Shirts,1,No,1
67ca62a28ef65bf04ae7e8dd08010cbc,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",2,Yes,7
41ab432c34006050b55dca167a13b07d,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,57
dfa9a3ed50449a0ca7bf8e400cc50e98,"Trousers, overalls, shorts",2,No,57
dae5fd2ab59ef7c751b0f118f49994ea,"Other e.g. braces, suspenders, garters and similar articles",3,Yes,20
777602e687e4832ffd8ce998b0b04636,Footwear with outer soles of rubber or plastics,2,No,1
502229adf250120abee97ac8ad67c231,,3,No,36
1ba65cf87ea9abde7460785e941899ab,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3,Yes,4
b1c60efa5e38f3ba66bebf7fa21425d1,API,API,API,API
92b23a3b4e758abce515b775fd646d9f,,3,Yes,14
a15f58260c195fd6772f34bd68de2a07,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed",2,No,7
7ecf6ed1e8d95db36c887f4575932669,Other footwear with outer soles of leather,2,Yes,19
fcd364b50f556a8b53ba65f7783f5f58,N/D,2,Yes,19
3fc1b4628fdf4c4f4aa735a7e345d4fa,WEBSITE,WEBSITE,WEBSITE,WEBSITE
4afdaf3ebab34a87daca8c25e9c511b7,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,1
52f11fc2b58d61fedc78ec417ca0b17a,"Blouses, shirts and shirt-blouses",2,Yes,17
80fbb2efc2b8361c962aa0cbd56f79b5,,2,Yes,3
741cfc7197bb09844898a61637dfdd7e,,2,Yes,3
2e31f2f7497b7810cf74ddd5ad29c4ac,"Handbags, whether or not with shoulder strap, including those without handle",3,No,13
d89701ee116e9c6076e2f0d1013d9d4a,Footwear with outer soles of rubber or plastics,2,No,1
8829cf4f4c8cfd412e5891add1e9fe3c," T-shirts, singlets and other vests",2,No,3
d2ce3f59af35ea9d70889b95c8e88429," T-shirts, singlets and other vests",2,No,3
d9e926ad2eb5e4f08019c707417a5f4b," T-shirts, singlets and other vests",2,No,1
69c65b2da776d788cec899b6af4e4073,"Blouses, shirts and shirt-blouses",2,No,1
55b90aa035dd144793817d9e2699f1a7,"Blouses, shirts and shirt-blouses",2,No,1
25b196b2438f8c9905f48b74d9d6ea84,"Blouses, shirts and shirt-blouses",2,No,1
57653b913a2d4a4b2c64da4a56314be6,,2,No,1
5d2c0d70994e67f436fb6e2611197114," T-shirts, singlets and other vests",9,Yes,4
dc1285856c4d3710b6479fd661a7ebfa,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3,Yes,4
e067895ba84ffb9af712d2bdafa2ab74," T-shirts, singlets and other vests",2,Yes,1
03acab205618567752920288e06809de,"Blouses, shirts and shirt-blouses",14,No,14
302de29b954f8ebf72b0319cce19e658,Jackets and blazers,1,Yes,1
