id,ddpsubcategory,shiptypeid,hasitemsonbag,country
4d42fba50822ed1b8138b91d45745df8,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,5
3460e847b80565cc01d57886dd47de22,Footwear with outer soles of rubber or plastics,2,No,5
b6e647d23bf1c62c0cd8f7fe98a42823,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",2,No,5
16bd673549360fb61bbd0191cedd27c3,Jackets and blazers,2,No,3
09dd6bebea1538d1db3960294ce23337,Dresses,2,No,5
9a87e541c0d221bb8a0667dd4c6dd0f7," T-shirts, singlets and other vests",2,No,5
b0217d5da980a155b8e5068ec921b2e9,WEBSITE,WEBSITE,WEBSITE,WEBSITE
f6aea3e37520f7509a884d074e7a897d,,2,Yes,4
ebf70262cc28b4e994dde7e746ea0e4d,Footwear with outer soles of rubber or plastics,2,No,19
95f45f60165144e5d874b1e57c097d51,Footwear with outer soles of rubber or plastics,3,Yes,24
da03c56706e8bd70decfb15fff7d5d3f," T-shirts, singlets and other vests",2,No,1
a24d99d0b105fb3eb95053dec6ff2efd," T-shirts, singlets and other vests",2,No,1
494f8e159e15722720e59e93cfff24c2,Other footwear with outer soles of leather,3,Yes,50
7469d1b8b77803b0fad7e45a883bd56b,Other footwear with outer soles of leather,2,Yes,8
b14f1d742a471207c017cc24b0fa6e87,N/D,3,Yes,4
dc39e4cdbacf52c6bbc9f9ed2612555f,Dresses,2,Yes,4
1ff3ab765244fa33d431785d2b1540bc,Footwear with outer soles of rubber or plastics,2,No,17
f1c328e39bf118226984ae2973b1c49e,"Handbags, whether or not with shoulder strap, including those without handle",9,No,25
dcbcf443e6307a5303a88e64945855da,Skirts,2,Yes,5
38b0d1a007b7d6096fbc2fd501e49702," T-shirts, singlets and other vests",2,No,9
333853f0a38999344823b35427a4f9a1,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",3,No,9
4390d85d9625806b78ad7ecb81044845," T-shirts, singlets and other vests",3,No,9
d6b3423a29f87bf79dbe8c10f0777046," T-shirts, singlets and other vests",3,No,9
5096a237e5f15bb8e494502c0799093b,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3,No,9
6f03594911b9fe7b67139231ff26c1b6,WEBSITE,WEBSITE,WEBSITE,WEBSITE
425e28eff4bd193c1c1758856a490aa7,WEBSITE,WEBSITE,WEBSITE,WEBSITE
3027ae800a12428e9447e35319263514," T-shirts, singlets and other vests",2,Yes,1
b093eafb31e306566c1b806c893a912b,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,1
f810cd5fce2258332616ad1d501f1029,WEBSITE,WEBSITE,WEBSITE,WEBSITE
0cb1ebf6ff9c06e9608d771f7ffd268b,Dresses,2,No,20
088335a5b0f79bc6b89394920e63097d,Dresses,2,No,20
6645918e0eff4df51096f8c954bdb965,"Trousers, overalls, shorts",2,No,4
b078e0bd0cb3c15e065a8616829353d7,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",2,No,1
