id,ddpsubcategory,shiptypeid,hasitemsonbag,country
23d9bd460920f2935c1c5344e0ae5dab,Footwear with outer soles of rubber or plastics,2,No,54
c48434249d415cdd02c6a013bfd790d4,WEBSITE,WEBSITE,WEBSITE,WEBSITE
13b67864daf46c43389a90303eb536f3,Footwear with outer soles of rubber or plastics,3,No,54
adca9afbaf158691c42101b7ea72741b,Dresses,2,Yes,25
fb1df00a2e5e5da19e45f7d735e53c9f,Other footwear,3,No,11
c6a0553d76909326c17da608cac81643,Jackets and blazers,2,No,16
25e556733d02d0033cabcf5fa17cd35e,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar",2,No,16
380665f11cab1b7de54dede3c962fdf6,Jackets and blazers,2,No,5
b1a20e324515bff0f41c576b692fec1d,Other footwear,2,No,5
a6a946fbaecb91e1673d370aa16d3043,Footwear with outer soles of rubber or plastics,3,No,14
c0134808a1b50638580f0c901a2e013d," T-shirts, singlets and other vests",3,No,14
5896b883d265bdaac06368a707a28fa4,Articles of a kind normally carried in the pocket or in the handbag,2,No,12
e0f53b386b15f46f12bdc60ff1f8bb53,Dresses,2,No,5
d0ca0949b6e0a222a0bb879eaf609059,Footwear with outer soles of rubber or plastics,2,No,2
9cf9b2d475d97267cc819069ad513249,Other footwear,2,No,2
eeee46e72a43601856b2a05c6d92cfbf,Articles of a kind normally carried in the pocket or in the handbag,2,No,2
2a09215eac2671623387ed5e282c0a56,Footwear with outer soles of rubber or plastics,2,No,2
a58d6e638438c76fbc562fee4eb1424a,N/D,2,No,2
2d9cd2de0ec10f1668950c820b1a3c40,"Handbags, whether or not with shoulder strap, including those without handle",2,No,2
88442ff67996ad96be73d6298ac821fd,Other footwear with outer soles of leather,2,No,2
c93edffd88448e3a54a59a42d1f2e021,,2,No,2
446ca203f32a584b5fe33af9a3eb110c,Other footwear with outer soles of leather,2,No,2
f26938e6e7b7f237898b3171c2f23a47," T-shirts, singlets and other vests",2,No,16
4faf381efb5bb232356f0861ee54a837,"Handbags, whether or not with shoulder strap, including those without handle",3,Yes,60
110d424a1d1422b3a8aade321087daf9,Jackets and blazers,2,Yes,12
f885481311d66b6abb1510c2c20cd63d,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,12
162272014e20f0f8847a34523872ab1e,Jackets and blazers,2,Yes,12
de24b7b6ec65c0ac560297d74ba3645a,Jackets and blazers,2,Yes,12
533fb0bdb9cbf0d8f144048da74f362b,Belts,1,Yes,1
75f53e8eb197f6fe73d074e2482954c5," T-shirts, singlets and other vests",2,Yes,1
af008003e80bb699dfac22d53ed6c5be,"Other e.g. braces, suspenders, garters and similar articles",2,Yes,1
3476b812b89a63eed415cb2e8fbff206,Other footwear,2,No,16
1ae716679ece9ab3000ae41ce2aeadff,WEBSITE,WEBSITE,WEBSITE,WEBSITE
2a41995647dd010a9c02e9765050839d,"Handbags, whether or not with shoulder strap, including those without handle",2,No,58
c1e8f841e6a51c77222d07ef2691b4f5,Footwear with outer soles of rubber or plastics,2,No,58
c95fe4256045d59d7c0a72a9c9759d45,N/D,3,No,38
8e48114f95d466b966813a8876de0264,Items of leather clothing & accessories,2,Yes,42
dbb16ffc29feb87cd5f69fbc050bbef6,Jackets and blazers,2,Yes,42
1744486730a94438b46e1a8de9d14587,"Blouses, shirts and shirt-blouses",2,No,14
5955d17fd7ad6c1b71f4e719dae8e33f,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,38
154b43c7b8724c12d87b6e62e9ae038b," T-shirts, singlets and other vests",3,Yes,38
4a8ccabda9c4d013fbd3c182f91efdaf,"Handbags, whether or not with shoulder strap, including those without handle",5,Yes,9
92b84475d8d4cd37f9b3f4c0f9b05251,"Handbags, whether or not with shoulder strap, including those without handle",3,Yes,9
099f427b07bf7d99cf6d01fab69f65f6,"Coats: overcoats, raincoat, cape, cloaks and similar articles",2,No,4
27bea02559f44461d1bbc60f7fa2be18,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3,No,14
3b28e5295b4acff42d4613522f670c0d,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3,No,14
8fbaad286e993d37b34b41749894b4a7,Other footwear,2,Yes,3
96c898dc39325e3d5465a10ffca52440,,2,Yes,3
b8a49838af7fbe9de5f1c8fa1a99ee69,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,3
71b723e32f35786675972dcae6d1fca1,WEBSITE,WEBSITE,WEBSITE,WEBSITE
