id,ddpsubcategory,shiptypeid,hasitemsonbag,country
5e4a5e9974dfba45daac4282ac242c91,N/D,2,Yes,5
57ade73fc8c328402e4905ffe30ffc9f,"Trousers, overalls, shorts",2,Yes,5
c75726f9a4f4fb07b5172c5abcddd155,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3,No,14
d182ab6b1cd55e3c234a0065d362c1e8,N/D,2,No,19
fcf5afc7f1bd467b0f56f81643ccc7e1,WEBSITE,WEBSITE,WEBSITE,WEBSITE
9b16eaf4b831a7fcd3af8d26066277a4,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",4,Yes,7
6745aa8e81eea35caf905917726ebe48,"Babies' Sweaters, pullovers, sweatshirts, waistcoats (vests) and similar articles, except those imported as parts of sets",3,No,24
2beab188c4759cd0fd31606bf24fb65e,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,11
abead1570aaf1c5012b0a57d6112f856,WEBSITE,WEBSITE,WEBSITE,WEBSITE
4870490b4e50508ce636c4e3ba4f1eb9,WEBSITE,WEBSITE,WEBSITE,WEBSITE
3f05f6126f7d31df1192682edb436a50,N/D,2,Yes,6
7c3d3a447f8b7b33e558e5a7232e8c29," T-shirts, singlets and other vests",2,No,3
14ce77566f3c54572d9c8e0b3670303a,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,2
72e8b7811c85c0cf94dfea3c1cc5dc60," T-shirts, singlets and other vests",2,Yes,2
17682441a1951203954b930e79312fbc,"Coats: overcoats, raincoat, cape, cloaks and similar articles",2,Yes,2
79dd46fafa4008653174661f41ca05c1,Other footwear,2,Yes,15
550aae1e60740ba60f4dc8a255e0e960,,2,No,19
b061042e109088caf56bf45d424579d3,"Handbags, whether or not with shoulder strap, including those without handle",2,Yes,5
af50264461fcfe35772e8dc2df28f87f,WEBSITE,WEBSITE,WEBSITE,WEBSITE
de6636a7a9eaab224426560b3e3b2b4c,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3,Yes,36
0153ae0f06ed75e2633214306264cc89," T-shirts, singlets and other vests",2,No,16
1e451667f863dcfa4a71041436f9de6f,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,3
48142c8076fbd41e65b0ba8189af4632,"Shawls, scarves, mufflers, mantillas, veils and similar articles",3,Yes,24
20c8c7eecef8f1d8008be33f224b7a89,Jackets and blazers,2,Yes,19
1c1495b6f6e62722ca9c07acf46720c0,WEBSITE,WEBSITE,WEBSITE,WEBSITE
6798196719109118ee5e4256511f3e64,"Coats: overcoats, raincoat, cape, cloaks and similar articles",2,Yes,12
78c098e284dee4ae95afddad9ababaa4,,2,Yes,12
07a8a4f4a850245bf742b6a98121b3e0,"Blouses, shirts and shirt-blouses",3,Yes,11
ea66854573a60ed7938e5ac57a32cc69,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3,Yes,11
9110b2994a3ccd57883efb00defab92b,"Blouses, shirts and shirt-blouses",3,Yes,11
b889c28044082b2b94e42b2e9bfebb0e,WEBSITE,WEBSITE,WEBSITE,WEBSITE
8cc69800dca2a01a6ce60340bf6a2331,Footwear with outer soles of rubber or plastics,2,Yes,61
e58aa99e36800145f14fde1821e34632,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3,Yes,9
75e43c12ef9f1cfdaeae92ca6fa90640,WEBSITE,WEBSITE,WEBSITE,WEBSITE
508e4e8b389fde63821619ba59f7cab3,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,9
8ea41ca95b7cf465b5facf1a3c531793,,2,No,1
288c2ecbe0e575725d2006031767aa38,WEBSITE,WEBSITE,WEBSITE,WEBSITE
