id,ddpsubcategory,shiptypeid,hasitemsonbag,country
b527d4b8cefc82e30e26dc6268e397f5,"Trousers, overalls, shorts",2,Yes,5
a10c804a6fe4ab3a2be9296a3d031a83,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,5
f143ebedc28d09931eeb4231da1b270a,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,1
2997d40321a6d616fb34a9766672c50e,,2,Yes,19
50031d6c2a641246f4f429320cb8171b,,2,Yes,19
35546893dd53d18dd948abe60b69e9e3,WEBSITE,WEBSITE,WEBSITE,WEBSITE
58b24bb2fe61cdc8ad2714bdb8210f86,"T-shirts, singlets and other vests",2,Yes,46
058f4fc8cb79b317ea9ce184f66aa23d,WEBSITE,WEBSITE,WEBSITE,WEBSITE
adb817bb5f99b1612c05bb42d8b16710," T-shirts, singlets and other vests",2,No,4
61edb95e2c2a3a1902f3341cc4b55b6a,Other footwear,4,No,7
753167691e22dbf04d8eafaca6350cab,Other footwear,4,No,7
2718c355c90411e3504789671d447ff8,,2,No,4
e10e01bcd9a04a4a601c6ba0519b4aa0,,2,Yes,1
26610da664cd4ebed572310d78ee0382,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,1
8d85431a5f3cdde10742782fb5f9e8c3,Other footwear with outer soles of leather,2,No,7
d0d0d37a1f9a8601736dbdff3513f40a,Dresses,2,No,7
1740db3801a76ab65d173cedcbe955f5,WEBSITE,WEBSITE,WEBSITE,WEBSITE
9f4bef9699464da611f187421d0e6b67,Dresses,2,No,7
6938831801e6ce0b2bc011f9eb0b0951,Dresses,2,No,7
1d0b9f8e07895289663ae8920d3ddc8e,,3,No,60
0307254d306d01cc1b357eb65c9b8591," T-shirts, singlets and other vests",3,No,60
ccebfc752e6b7d2113a9f43eb432992a,"Blouses, shirts and shirt-blouses",3,No,60
3b4b45d5f42644b1ad99e4cfe10a8f56,Articles of a kind normally carried in the pocket or in the handbag,2,Yes,1
49eef95864f5c06c5c7515e688e1a52e,Other footwear,2,Yes,1
b1838e674df9e0f8a4aec68b034723c4,"Pantyhose, tights",2,Yes,1
6f41132ac64c3ff4c6c48496e3349211,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",2,Yes,1
da245b0e27bbe623a183a125dbede6ee,Articles of a kind normally carried in the pocket or in the handbag,2,Yes,1
2fce826a7fd03d0566a2379aa87ae3d0,"Of other precious metal, whether or not plated or clad with precious metal",1,Yes,1
a3dff63c53ce3dcdb5d55f0942374643,"Handbags, whether or not with shoulder strap, including those without handle",9,No,4
e4d31bb851f6ce3cd1de62dc0d7da5f8," T-shirts, singlets and other vests",2,No,1
5587c1098f4b67327cf50df0821677d1,,2,No,1
74931aefb256c9959bdac95f7ac8cc4c," T-shirts, singlets and other vests",2,No,4
66e455a0384db4ec34ea7123d09a758a,"Trousers, overalls, shorts",3,No,9
ce955b7caf918275929daa05f18891e5,Other footwear,1,Yes,1
cffb5f536b527be9e5dbb506d1a82ca6,,2,Yes,10
cdb1b4d7c9204c2325e89345ead8b10c,Other footwear,2,Yes,15
5ad202ad13528987e100388bfd7cd469," T-shirts, singlets and other vests",3,Yes,9
faf889317ba5cf85aad1af4c7927a60a,,2,Yes,1
087e730c42be2770283c44db459646fb,Other footwear with outer soles of leather,2,Yes,1
c826a7e1d211329eb44e9174022b4163,WEBSITE,WEBSITE,WEBSITE,WEBSITE
0c236035ba3c9284cc9029f2b3b87b5e,WEBSITE,WEBSITE,WEBSITE,WEBSITE
3650708af656a557b519f91a72f582cd," T-shirts, singlets and other vests",2,Yes,3
6187025b9198e2de3a73309616fe1d55,WEBSITE,WEBSITE,WEBSITE,WEBSITE
4636b5a22ce272c1836a9c97f8f4f373,,3,No,4
d1d3e6fce3fe773bb0adda02543d83a3,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar",2,No,4
39b912538806b6d04b16c22b50041f0b,,2,No,9
865baa3d41ebf4b2dc9d693d4429d26d,Jackets and blazers,2,Yes,17
80ec1f23062d9b1441df16888a526340,"Shawls, scarves, mufflers, mantillas, veils and similar articles",2,No,5
8200ad66095c3d8d845f0626703608aa,"Shawls, scarves, mufflers, mantillas, veils and similar articles",2,No,5
ad1756fcd947550f24e441e41e534578,"Handbags, whether or not with shoulder strap, including those without handle",2,No,60
1abd37b88619942f51cfcddba710025b,API,API,API,API
16d91afc872b6f3d08c860771be6e96f,"Of base metal, whether or not plated with precious metal",2,No,9
3febbe0df89ee5d29e5a3bfe350483f7,WEBSITE,WEBSITE,WEBSITE,WEBSITE
4d57671864127c922f2cdd35fc9e6cc8,Other footwear,2,No,9
f9fd0463c050c181bd9b6818269669c6,Belts,8,No,1
fbc4196ac76f4fec9797dce94f724031,Footwear with outer soles of rubber or plastics,2,No,1
e12f0c2204a38fa1fbb2f65fb2a765d9,N/D,2,Yes,46
2ff1b981f8168814a7fd0b72ea862bd6,"Blouses, shirts and shirt-blouses",2,Yes,46
ae90b99389ecf60e35cb1648f1ff0f19,"Coats: overcoats, raincoat, cape, cloaks and similar articles",15,Yes,46
03740394e6c4f13191de20e29ea4b6ff,"Blouses, shirts and shirt-blouses",2,Yes,46
a23eaecc06f098d2c6abc25ce94f565f,"Trousers, overalls, shorts",2,Yes,46
64fa61a7d8832d67c7d970a6c81d7e0e,,2,Yes,46
800e022cd36b5e8acb15474f4832876b,WEBSITE,WEBSITE,WEBSITE,WEBSITE
f8590bb46d32fd47bb56b2ad179ba6db,"Trousers, overalls, shorts",3,No,20
3a4ad250dcc94771d9c5932f5f821f22,API,API,API,API
403414abe481e8d6b70ab22be5ed5684,Jackets and blazers,2,No,1
fe055774245be96813ef8bb0c134e75d,"Trousers, overalls, shorts",2,No,1
b72dc338b4443b4f4f013061ddf3827f,Footwear with outer soles of rubber or plastics,2,No,7
65141e36ec713345705cd22394ecd400,"Blouses, shirts and shirt-blouses",4,No,7
d8489f44d634e355bdc00e7e79dc1de2,Footwear with outer soles of rubber or plastics,2,No,22
b4d371f4a4e4f3d19012d617cbba3be2,"Trousers, overalls, shorts",2,Yes,40
be00d298beae2aac327537dbbe072ded,Footwear with outer soles of rubber or plastics,2,Yes,7
69eab8fda50a71d3a466adbb4f882ce3,"Handbags, whether or not with shoulder strap, including those without handle",2,No,1
3e61b442dd7219d916312402b89bfb15,"Trousers, overalls, shorts",2,No,55
bf4538d1a6b956b5d6698498817a9f78,"Trousers, overalls, shorts",3,No,55
662aabca8c10868b9518afa00f9b5616,Sunglasses,2,No,5
23dc92ae19f5809bbd563897208170dc,Footwear with outer soles of rubber or plastics,2,Yes,5
c7be443f0a8d14d91cf969d66bb2d0b7,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar",2,Yes,5
393bb88dff146c89436cb94f8d81aaca,Footwear with outer soles of rubber or plastics,2,No,39
d0ee239bd29d77947707dc5f0df4ec41,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,12
1a5ca6be2cd246c0c54a15246909ff5e,WEBSITE,WEBSITE,WEBSITE,WEBSITE
fb91070544a2747121be9d975f88452b," T-shirts, singlets and other vests",2,Yes,1
2f54f9dcebef6fe54f6ebff7d3dbba93,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,12
bb9f1ad754791932e893f39ba9d991a0,"Pantyhose, tights",2,No,12
ae3e8198c92b1e784687e8b1ae8f5dac,N/D,2,Yes,5
a3243618675f4b26c09c151c258fa1e7,Other footwear,2,Yes,30
fd04da7e5b5dfcb717dcd1c24ae7a113,WEBSITE,WEBSITE,WEBSITE,WEBSITE
bb9cb6dcd349315a2aba400f857d210c,"Trousers, overalls, shorts",2,No,19
962cf21f845235419a19b2ad7f34d0a0,"Trousers, overalls, shorts",2,No,19
ffa11d08a6dbcf27853bb01d238aa249,"Blouses, shirts and shirt-blouses",2,No,19
5f9dfbb5c9dc766f7b281d546dba4726,"Handbags, whether or not with shoulder strap, including those without handle",2,No,1
c6abb6d082f5b30a04baa37eb08d1ad6,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,41
9749ca728c3724898bdad322d97530d7,"Trousers, overalls, shorts",2,No,1
89527fbd1004a00ef11aeae8bc9fcd9a,"Headbands, ponytail holders and similar articles",2,Yes,3
909af08dc166e260611e8b650cfaee4e," T-shirts, singlets and other vests",2,Yes,12
dc4950784499ad804e26eba6af12fc88," T-shirts, singlets and other vests",2,Yes,12
825c89a9f276d8f73953b69cc9e14a3e,,2,Yes,12
603a4f18303de447863c09acc320716f,N/D,4,No,7
78b287bd09da0b5f0dcf1b1ad9004902,N/D,4,No,7
5ddb0afa6033a88b8979f4ef9ed57471,"Handbags, whether or not with shoulder strap, including those without handle",2,No,5
acfa037fd57784f440a7a12f45478c4d,"Trousers, overalls, shorts",3,No,9
49adbb416304f0bca335178c0c8dca56,WEBSITE,WEBSITE,WEBSITE,WEBSITE
