id,ddpsubcategory,shiptypeid,hasitemsonbag,country
d9c418692f029d461cc0879270e3bdf9,Articles of a kind normally carried in the pocket or in the handbag,3,No,4
a4b0aeb45563a15d2f9092917180245b,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar",2,No,5
79f249c317152cc96a6df03fcd48de48,"Handbags, whether or not with shoulder strap, including those without handle",2,No,4
bff3ed97b632c4d889c2f2e95a93a2d5,"Shawls, scarves, mufflers, mantillas, veils and similar articles",2,Yes,12
48c39319f7cd053e8caf2c58bf9b2a8f,Other footwear,2,Yes,12
bc322e6a406715e0e9f835dfa6c3b6b2,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",1,No,1
97f57c04fdcd8201107a9844923b82f5,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,1
94ce215bd858e248d5df1ee26c33fab5,Other accessories,2,No,1
ecd17d4c8d5cba70395f1c9cd0757929,"Handbags, whether or not with shoulder strap, including those without handle",2,Yes,105
1aa3a3593daefaccfbc54f9b65616205,,2,No,1
86edbd7d573c01d16808cc5fbcc75f35,Other footwear,2,No,5
5664ab6bd653c6a060cbda4335784f66,WEBSITE,WEBSITE,WEBSITE,WEBSITE
f31866279fa85f554b995a030e54f6a3,API,API,API,API
39018f994e29dee5189893bcbe1452e1,Articles of a kind normally carried in the pocket or in the handbag,2,No,59
4f8f81e2f629b2979bd2b5f4580b2ca1,Other footwear with outer soles of leather,3,No,4
df621897cc10a9c879fe06369b578b56,Articles of apparel and clothing accessories,2,Yes,1
c2aeb180413624b43e383934c5536b85,Other footwear with outer soles of leather,2,No,1
f346ec53159b2b1745ed66cf69c13bf7,WEBSITE,WEBSITE,WEBSITE,WEBSITE
ad41515a477bdcafcd365230659221e0,N/D,2,Yes,1
7492d6b8c01f8193800df5d01b0a20d0,"Trousers, overalls, shorts",2,Yes,30
f9f42c671c697c257d91a484b3510c8a,"Trousers, overalls, shorts",2,Yes,2
301fc63906b4ebc427cf32aeb16063db," T-shirts, singlets and other vests",2,Yes,7
bdbc638d96c7ca2362404cafcc47fcf1,WEBSITE,WEBSITE,WEBSITE,WEBSITE
cd0d30b5081673dfac3b1a9d63fb9cf9,Babies' Bibs,2,Yes,4
5dfbff58c04802470729c5a540c73b8d,Babies' Blanket Sleepers,7,Yes,4
bc7ce2c28398a0f04d347ac4bbf98bc4,Babies' Blanket Sleepers,3,Yes,4
e2cfe04dc78e6bae18a179de2128c03d,Other footwear with outer soles of leather,3,No,4
47beeb0b0c83f873c9a97d1a8a606d86,WEBSITE,WEBSITE,WEBSITE,WEBSITE
1fe46d1944d296674469b9107180005c,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,5
644af24ed5f1f274c04e8ff43685cd43,WEBSITE,WEBSITE,WEBSITE,WEBSITE
585d58e7ac7a431f22d2e07f0c0efa83,Footwear with outer soles of rubber or plastics,2,No,5
8047d08e7a9c14108656e68be19a1e58,Other footwear with outer soles of leather,2,Yes,17
8078a2cb016aa540d98cf118ce6a3f08,,3,No,36
3f408a14d2b65251bf8e296e1c21a4e1," T-shirts, singlets and other vests",2,Yes,1
ef278377219cd68f5d5f880702ff505d,"Blouses, shirts and shirt-blouses",2,Yes,1
1981d1ad6177e13f586fc713e8087e39,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,1
94e687322c8c7c62c42f335d66f44558," T-shirts, singlets and other vests",1,Yes,1
5a788018b248b4c4e0f5353831e56bd8,Shirts,2,No,5
b6291da4ef6bc0d34133da6621bb99d5,Other footwear,3,Yes,4
11774fed07e7867a307bcec8f3b94a77,Footwear with outer soles of rubber or plastics,2,No,5
592b4ae36224cc0c2ade1d867efb3fb3,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,5
95d38ca632deccd08599eb0f0088a71c,Footwear with outer soles of rubber or plastics,6,No,1
ffe572b7d44f0cf2db7bc49d294923cd,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3,No,11
97b298309a9609198e345d186e2e16b4,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",2,Yes,6
80bf2ba8e228afc259b33accc5014627,,2,Yes,6
36ff2ba19df5ebd3a276bf69d815d8a6,API,API,API,API
f800df2fc5c684eff418135a9e037ecc,Belts,3,No,81
7b7e0d042e8debbad443c564af785741,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar",2,Yes,5
f2d7efff87d193847553b9674fbdff73,Articles of a kind normally carried in the pocket or in the handbag,2,Yes,5
f64f80db016f51a062ad04c67a9d00bc,Swimwear,4,No,7
ea4b5ba90a3e5d2d742ec461a712529b," T-shirts, singlets and other vests",2,Yes,15
3a0cc6fa401b863a4b2029f64831f1b1,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,15
38aa25242291d23b6e186b59b4bd6c77," T-shirts, singlets and other vests",2,Yes,15
6195b108dc6b15ee7b1d076959a9092d,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,15
a0d11a1e4da0fbb4a698e2b78d4555aa," T-shirts, singlets and other vests",2,Yes,15
c72175854aa9426687cb3e74c89de6a6,"Blouses, shirts and shirt-blouses",1,No,1
6a6e3e1cabbaf7c0db34e8fb80b030c8," T-shirts, singlets and other vests",7,No,14
d896feb167827f491d88c79de3dc97e1,Other footwear with outer soles of leather,2,No,39
a2a22de4c547506f6ec79e052af3f390,,3,No,9
6f9ea67a0a9490bbe9561f5aeec58c9e,API,API,API,API
2e9d39d751c61dea2a6efd37116aa25e,N/D,3,No,4
762192610d4e1f6a1e93c7fa1c1ccf0b,WEBSITE,WEBSITE,WEBSITE,WEBSITE
8f967e843348430c08a2cf6e32d5fefe,,2,No,1
357e80af8f698816eab850aa15cd6f29,Footwear with outer soles of rubber or plastics,3,No,20
595932cd98d123fa834f4f9e28d411c9,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,9
8162c33dac5bb0319cb453ec1b660d19,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,55
7cdbb4cf2673dad8587724ba0d8db78f,Other footwear with outer soles of leather,2,No,7
