id,ddpsubcategory,shiptypeid,hasitemsonbag,country
f35afc105faab1d938a2c17b94a8baf8,Footwear with outer soles of rubber or plastics,2,No,3
412dc26c84dc108119bfb51e1d19d0c1,"Trousers, overalls, shorts",3,No,9
2705ba28c114203c3fc27a8d9bb804de,Jackets and blazers,2,No,19
aa961add9aa9a8b5a19a51bcf5bf652c,"Trousers, overalls, shorts",2,No,1
6060b4585963b85976069355b08cefd7,"Coats: overcoats, raincoat, cape, cloaks and similar articles",2,No,2
0d177c1a8c83161139a8f5ea8ef1e5cb,Other footwear,2,No,5
c880f7b90122638a852f9f9f9c219ced,Other footwear,2,Yes,5
4b1391fbe2752927cb680568f4fa375f,,1,Yes,1
8a06e1eb68189ccd352d8c64f09906b8,Other footwear with outer soles of leather,2,Yes,19
2d0187414acefd039bef2fb36f6638b5,Dresses,2,Yes,19
067d8d6c038601ce8b0b506547258bec,Dresses,2,Yes,19
6fb5a7d7841eccce8fe11a9b98ca511d,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,19
1c5a694aff6554bc370df85f89e01e85,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,19
d8a88ecc176394aaeff67a6e04ab4b82,,2,No,3
5041aa2c50a20f17379585bbefdfedb9,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",2,No,5
006926b1e51a64492cf484469d2570cc,N/D,3,No,38
fda83304d8073bb3b605080d3d0b380d,,2,No,5
30e287da03b40dc9c51f2607a25c5a7b,WEBSITE,WEBSITE,WEBSITE,WEBSITE
4bafffd837a5c64c08384225be8a198c,,2,Yes,5
b3df66a7768b1508c7c597ed3d825743,WEBSITE,WEBSITE,WEBSITE,WEBSITE
f81e0c0bf0df1faff58c12f14eeec339,Footwear with outer soles of rubber or plastics,2,Yes,19
8201a62a0a1025587b1c483960eea4ad,Footwear with outer soles of rubber or plastics,2,No,3
0975fca83467520858fef1264d3f1df9,Footwear with outer soles of leather or composition leather,2,No,3
d6c9cfc326a6b76a48979fb3b77063a7,API,API,API,API
82a2a20a78ccd0bbcf56f27e1811e782,"Ties, bow ties and cravats",3,No,1
971f1e5806012c674d20b4d4f4c836aa,"Trousers, overalls, shorts",2,No,19
