id,ddpsubcategory,shiptypeid,hasitemsonbag,country
afd32fb43302767bef351806cadb6307,Other footwear with outer soles of leather,3,No,4
da21a700a323dec7db3f558ec34e001e,Footwear with outer soles of leather or composition leather,3,No,24
cb2ff6c43b1bfffe7a3617f5c1b2f36f,Other footwear,3,No,14
801f2af7dd558d7b55c3afd64a04210b,Belts,7,Yes,4
030f2719f59af1ffbfd0e2a095b21c78,API,API,API,API
f7274a26c6463a46b5a5d176893a1199,"Babies' T-shirts, singlets and similar garments, except those imported as parts of sets",2,Yes,1
9f91e76ebece59c15cf48fea2f1eba7c,"Babies' Blouses and Shirts, except those imported as parts of sets",2,Yes,1
23c3b775fccf955359c3d47ad48f27f3,"Babies' Trousers, breeches and shorts, except those imported as parts of sets",2,Yes,1
fa4c3572da9d77570615003ba8f878c6,"Babies' Sweaters, pullovers, sweatshirts, waistcoats (vests) and similar articles, except those imported as parts of sets",2,Yes,1
12d0a1325ec5a0cd9c2d7720fe93fbd4,"Babies' Trousers, breeches and shorts, except those imported as parts of sets",2,Yes,1
ee799431d8c6fbf02c1157bfa20e744a,"Babies' Sweaters, pullovers, sweatshirts, waistcoats (vests) and similar articles, except those imported as parts of sets",2,Yes,1
0c5461927ec7f23a54ecfe0ef0fe8887,"Babies' T-shirts, singlets and similar garments, except those imported as parts of sets",2,Yes,1
0f4a6fd76c5298d96510a6ad6ad1d85b,WEBSITE,WEBSITE,WEBSITE,WEBSITE
7025c2f4e2322dc777055a12c73dd01f,"Babies' T-shirts, singlets and similar garments, except those imported as parts of sets",2,Yes,1
f447c98596ed4e878ed69597ba8a600f,"Babies' Sweaters, pullovers, sweatshirts, waistcoats (vests) and similar articles, except those imported as parts of sets",2,Yes,1
761d9c2b9bb9d5bcd1a353f228e6767d,"Babies' Trousers, breeches and shorts, except those imported as parts of sets",2,Yes,1
67943ec8180037e66fdcae45c3f27244,"Trousers, overalls, shorts",2,Yes,1
2f1cd84d3c0c99bd54bed3f3a54161a7,"Babies' Sweaters, pullovers, sweatshirts, waistcoats (vests) and similar articles, except those imported as parts of sets",2,Yes,1
d0ad7b6419d360b0a0561b81e6872cef,"Babies' Trousers, breeches and shorts, except those imported as parts of sets",2,Yes,1
4831ca811f95c53fccad53b02b09f3f1,"Babies' T-shirts, singlets and similar garments, except those imported as parts of sets",2,Yes,1
faed6ab0a7b442ee9fd0d6c2be5a3d99,WEBSITE,WEBSITE,WEBSITE,WEBSITE
d389e7fedff363e570ff0af4c0ab6a1a,"Babies' Blouses and Shirts, except those imported as parts of sets",2,Yes,1
e606ea2ec7aeda693c680146a6f6559b,Other footwear,2,No,5
f54199cdf3445f28db0b63ce1e524ccc,N/D,2,No,1
