id,ddpsubcategory,shiptypeid,hasitemsonbag,country
8be8d1a911e60274b5dbb743912ce75f,Swimwear,4,Yes,7
f552ec78f44fcc08abb9da2b41f4f031,Swimwear,4,Yes,7
bb6466d5297be1d92a345beee7ad2bdf,Swimwear,4,Yes,7
ed64114fda46a37498b495d45eb67fb5,Footwear with outer soles of rubber or plastics,2,Yes,16
dedd472450e4093687c03d266a363d91,Articles of a kind normally carried in the pocket or in the handbag,2,Yes,16
593d54c41b0ad8a0bd9f57cb57401da5,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,48
18ed8406cdccef77f2e66a44e73de08b,Shirts,2,No,48
0e1a3499453abdd1be72d045700c4b32,WEBSITE,WEBSITE,WEBSITE,WEBSITE
5a8ace66e35e7444e90f1d4dbc04c6bb,Footwear with outer soles of rubber or plastics,2,Yes,41
970654ee7a3067f7f14d39feb8b99161,N/D,2,Yes,41
af34be57099ff6edbabb1a93a45b858f,Footwear with outer soles of rubber or plastics,2,Yes,41
d5c57b5193173085cb1d370afb5ec018,Footwear with outer soles of rubber or plastics,2,Yes,41
fcd8d69ee0d0a3d1504e8e7bb79ea917,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",2,Yes,1
9b21fb77b62ca7076671108ec9475b1b,WEBSITE,WEBSITE,WEBSITE,WEBSITE
cc03e526914c146d8829d8fcaf649fc3,"T-shirts, singlets and other vests",2,No,12
406fe14cd48dacd3567ab1d7be16e6ec,"Babies' Dresses or skirts, except those imported as parts of sets",2,No,12
a689ae10d21e5a92cb5444a0b7971021,"T-shirts, singlets and other vests",2,No,12
296164f1269c0bae6ad87381707a2e89,"Trousers, overalls, shorts",2,No,12
d24eec6b018462e24bddc43d9902faff," T-shirts, singlets and other vests",1,No,1
c79e55d4ddf21a90f056022444cb75df,Other footwear with outer soles of leather,2,Yes,14
dc9f0361b71f71d3261d5eb3ed8e619f,"Trousers, overalls, shorts",14,Yes,14
926ce9a3094ffe49269ce4654b659324,Items of leather clothing & accessories,2,Yes,14
