id,ddpsubcategory,shiptypeid,hasitemsonbag,country
3f27b95619a72ff54fac027e80249684,Footwear with outer soles of rubber or plastics,2,No,19
fd0b07ad0cdac3770eb65aa33bf807b4,Footwear with outer soles of rubber or plastics,2,No,19
a86b54696061609866a9ee4e774606a7,Footwear with outer soles of rubber or plastics,2,No,19
3ddcd30551fc2fc01f1844a4dbf1fb69,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",3,No,14
df4c08c0b9eac0c870a253ab5f36c8f7,Jackets and blazers,2,Yes,12
2a20937f95a7eac542f96fe9d1880e11,Footwear with outer soles of rubber or plastics,2,No,19
dcb4eb5da5374a5768c3a71d7594ed30,Footwear with outer soles of rubber or plastics,2,No,19
bd6cfa68dda83c2c824a75e7439f6186,Footwear with outer soles of rubber or plastics,2,No,19
30d4ce4feaa8bee1e7b8bbba3bae0c92,WEBSITE,WEBSITE,WEBSITE,WEBSITE
73f67a020ff8b3432e7eb175e2d6e8a4,WEBSITE,WEBSITE,WEBSITE,WEBSITE
f57035b58466b23cd0d2c2416b9f651f,Of precious metal whether or not plated or clad with precious metal,3,No,4
ee43a0c8a085ef8b12bfc2cbe7a15bc3,Other footwear with outer soles of leather,2,No,5
6251d9a41041535f0c99b77dbedaeb56," T-shirts, singlets and other vests",2,No,30
7a78d12476df433ab22ac1f6acff5f6f," T-shirts, singlets and other vests",2,No,30
d4792483371fe3a25d353e8c983ea3ee,Footwear with outer soles of rubber or plastics,2,No,19
8371c2361d76a22b2d312750d2b8cafb,"Handbags, whether or not with shoulder strap, including those without handle",2,No,36
6fb82da989a2756ba255b8267b6e43e7,Footwear with outer soles of rubber or plastics,2,Yes,19
e8c4cb10236af0bc4a97ebc13be55557,Footwear with outer soles of rubber or plastics,2,Yes,19
6457c2ad13ceb7c903e53cc8b7980d00,Footwear with outer soles of rubber or plastics,2,Yes,19
ecf753048a356eb7f9112945c17d8444,Footwear with outer soles of rubber or plastics,2,Yes,19
3de449140044badeb4a3a12522d31650,Shirts,2,Yes,20
1eb8cd809863c5b20e6895e299aad773,,3,Yes,20
75dce7e98a68b2c3aa2c5985ea5bdd87,"Trousers, overalls, shorts",3,Yes,20
32ff36c948680e15c434e2af91e0577a," T-shirts, singlets and other vests",3,Yes,20
97084c71f4eda3a11dcef2d163ee490d,Footwear with outer soles of rubber or plastics,3,No,11
3194058f445b7d127c9730dfe99c7323,N/D,2,No,1
925b695b13bc039b245449c9506c0200,Footwear with outer soles of rubber or plastics,2,No,1
e9ea96f4d37b361e51d724ca825a8794,Footwear with outer soles of rubber or plastics,2,Yes,19
01f7eae95794305deae6eb9a1baac1c9,Footwear with outer soles of rubber or plastics,2,Yes,19
88f4543de9fdc9d267bdecdd3e076f99," T-shirts, singlets and other vests",2,No,3
d7c4c86775e24c139dfddbb38ba67597," T-shirts, singlets and other vests",2,No,3
a12c91f950d3d701e593da8be17e2348,"Babies' Trousers, breeches and shorts, except those imported as parts of sets",3,No,10
6f0dfb1c8761a7a8c036f520b5b6d491,API,API,API,API
52356791d9ce11ba966ed5fe0abf9f28,Footwear with outer soles of rubber or plastics,2,Yes,19
b07df8b25a35e44dbc8e33c4ef09d773,Footwear with outer soles of rubber or plastics,2,Yes,19
f1a8733f66708dc5be5f6cb062eea5be,Footwear with outer soles of rubber or plastics,2,Yes,19
d1a7e75bb026d3a9197f4f400baec338,Footwear with outer soles of rubber or plastics,3,No,4
3557904515af8304adeaade1081a3387,Footwear with outer soles of rubber or plastics,3,No,4
4d7d78ffe9eff5162c2bbd552074631c,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",3,No,50
91c86f4b84f9056df591e2ed1757b7e5,Footwear with outer soles of rubber or plastics,3,No,11
df0f0810333ffb42b1c34173fe2c3ed1,Footwear with outer soles of rubber or plastics,2,No,11
f3b0ec6ab31008cf002cb712cad27b81,WEBSITE,WEBSITE,WEBSITE,WEBSITE
b07e4b584e5d9a41aa828c3e8e437b08,Footwear with outer soles of rubber or plastics,2,No,19
b46dc2861f48ab6404e0209dd0f212f9,Footwear with outer soles of rubber or plastics,2,No,3
89f8922bacf29c2274f1a26d533d9ee8,Footwear with outer soles of rubber or plastics,2,No,4
