id,ddpsubcategory,shiptypeid,hasitemsonbag,country
64c834a7e26452b54586f82b627b011d,"Blouses, shirts and shirt-blouses",2,No,1
56783f01c6dd12173abdde2aab513bda,"Handbags, whether or not with shoulder strap, including those without handle",3,No,14
d875da329393431ede254c869f71428e,Footwear with outer soles of rubber or plastics,2,Yes,17
54e0a765a21feadcc9e89f5d5df6dde5,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,1
3041b55f673548f58b9a8b77d357e8bb,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",1,Yes,1
d1396456a178e3da147ea90614998506,WEBSITE,WEBSITE,WEBSITE,WEBSITE
eae883dad81430259036bd961e38c523,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,1
9c9b99ca6d934d5f49a87743a2178453,Footwear with outer soles of rubber or plastics,2,No,1
56c76662ec566bf99d704c8e3c577a00,,2,No,1
20a9984d7496c5cf34675081e0db1698,Dresses,2,No,1
0a5184ccbd35fac0ab65e1312a5a6f8c,Other footwear with outer soles of leather,3,Yes,9
c6fb5dc19b631aa8df6c96c74dbe4a73,Articles of a kind normally carried in the pocket or in the handbag,3,No,4
c224679290a94e052b786c91e98681f2,,3,No,14
e8f62128f77604382402671040d83289,Other footwear with outer soles of leather,2,Yes,5
c660ad04d79ec8f3927bc166eba532c6,N/D,2,Yes,1
13abb34c9480cbe37ee9d8b6a660aeb5,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,1
d5c237592a187a55a62436db1e1b1e61,N/D,2,Yes,5
bad42009e707961e90f1940f6c7fba51,WEBSITE,WEBSITE,WEBSITE,WEBSITE
0d6d2c18339affad5ff919de35734236,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3,No,14
f81382fe9bf2819752c4bf364153bfdf,Footwear with outer soles of rubber or plastics,2,No,5
5ecfe17c34d737ec6000dab0ecc1768b,Footwear with outer soles of rubber or plastics,2,No,5
bcf637c4d1fc11300d8157d6c354c278,Footwear with outer soles of rubber or plastics,2,No,5
0475960a5da6a722458817abb13a55c2,WEBSITE,WEBSITE,WEBSITE,WEBSITE
7b6a734d836e4b5dd8dad85c1e104432,Belts,2,Yes,19
07d9707834bf9ffa9218cd24ca16f4b7,Other footwear,2,Yes,19
b2173d86e6a88e241c5ca1e8a8422f06,Medicine & Vitamins,2,No,1
0458163dff514ed38e3f0a46204509f2," T-shirts, singlets and other vests",5,Yes,14
e2373a524cca79b2d4cfa5d584d6a059,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",2,No,1
0d31fe8f425d12206531a9283cafaaa1,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",2,No,1
68f3a224818ebb114baa475b4e0aa463,N/D,2,Yes,1
1f5e6cdd1f8a283604707fba363996c2,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,1
e9d5142b534646e6669b54d52b7a10eb,N/D,2,Yes,1
982ed8ed2f05bf7d21326e5bb7bc764b,N/D,2,Yes,1
fcf2a7b96fa589ca6dd7ada0b75e48bb,"Blouses, shirts and shirt-blouses",3,Yes,14
9fc127db884f1911ee0b2de94927ced0,"Blouses, shirts and shirt-blouses",3,Yes,14
a64f770db8dc668f93db5788517d1bc0,Articles of apparel and clothing accessories,3,Yes,11
907d21d2f595a64844a21f931c1e50d4,,2,Yes,12
80b2665f20b7dc08201de028828a30c0,Footwear with outer soles of leather or composition leather,2,Yes,3
cf62cfeb3796c44845f303785e4bb88c,,2,Yes,60
9ecda147ba2f82be4904e84768cff0f8,Footwear with outer soles of rubber or plastics,2,No,17
44ffb6f94b5ec5366ba0f896f7f0f680,Footwear with outer soles of rubber or plastics,2,No,17
d8f8dd6a57c76aacf77b92fd2ae79ca7,Skirts,2,No,11
ee2af3f4ec27d481479c1c49bc9570ff,Skirts,2,No,11
56f1b3b8e9b400136cbb00f51bca5785,,2,No,13
6d58893520bf62622f29c77c99fc8431,Skirts,2,Yes,12
3d1519f9f2416568bb64f8cb145c25a3,Jackets and blazers,2,Yes,12
a802224d52ec09ba4c19251eeca83393,WEBSITE,WEBSITE,WEBSITE,WEBSITE
3bf9e2aee5aa22a9de960852084928c1," T-shirts, singlets and other vests",2,No,3
0195736bd84ef533339beb14eb5bc995,Swimwear,4,No,7
8852712927460c2a2a7c5b6d31b65ef6,"Trousers, overalls, shorts",2,No,5
9051ebed59eb7340f57498ea210b91b2,"Coats: overcoats, raincoat, cape, cloaks and similar articles",2,Yes,5
9f1dd0ee7a09b6286d74cb12a0951347,Shirts,2,No,5
b3db884cef9edfad43681cc20d3d884d,"Trousers, overalls, shorts",2,No,17
4ac1d614e34315c4069904ff885d55cd," T-shirts, singlets and other vests",3,No,24
bcba63ee07f582bb1007c431c5aacc3b,Other footwear with outer soles of leather,2,No,9
dcde7567fb7e0eda77efcac9cbc00ff3,WEBSITE,WEBSITE,WEBSITE,WEBSITE
