id,ddpsubcategory,shiptypeid,hasitemsonbag,country
5a252e3478deb69ef6b8bf04d8ea8801,"Handbags, whether or not with shoulder strap, including those without handle",2,No,12
3aec39047b8a00147ae911069db0be1d,Footwear with outer soles of rubber or plastics,2,No,3
7040dbfc6e643ef44f1c850be734bde0," T-shirts, singlets and other vests",2,Yes,3
723f7563dc09e1d351bbec5830f96bb3,"Trousers, overalls, shorts",2,Yes,3
1c9e31eb6d9755904ddfb0fc21495ff6,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,1
d541c7f4e9b0b3207cfbe90e0c0fca1c,WEBSITE,WEBSITE,WEBSITE,WEBSITE
f018b1e53f80896e04d0d6e0e97415dc,,2,No,3
a6e894afa322e4751e8f53d550dd0b4f,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,Yes,49
2ab453c960c1a7ab2f92520d1632fadc,"Handbags, whether or not with shoulder strap, including those without handle",2,No,15
65b462d44755da1539117b1907788e6f,Other footwear with outer soles of leather,2,No,1
9224a93bae0245151eb6940c3f3bbf41,"Trousers, overalls, shorts",2,Yes,4
ff8367fffe9c50931f77f811b9301cf1,Footwear with outer soles of rubber or plastics,2,Yes,4
e9385596e40eceac7cef7784fe356447,WEBSITE,WEBSITE,WEBSITE,WEBSITE
b121bac30348db381c4d9a494e4e7539,"Trousers, overalls, shorts",2,Yes,4
66111a2171251f3a89c287238fc8022d,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",2,Yes,4
e2269711e0ad45907b90f81b4d2430e4,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",2,Yes,4
4b2e3c4b137064238d92ba1932cd4f7a,Footwear with outer soles of rubber or plastics,2,Yes,4
f7617bca8370da635a102603cc5dc0fe,Footwear with outer soles of rubber or plastics,2,No,1
2dec1d21fdfe3f95f9f6c3e66732b6a5,"Trousers, overalls, shorts",2,No,1
3d9fba4f960309e49203becbbbfdb44a,N/D,2,No,1
