id,ddpsubcategory,shiptypeid,hasitemsonbag,country
61f5aba43eca746b4e12c4adda3dc7b5,WEBSITE,WEBSITE,WEBSITE,WEBSITE
236dff21a238fe0f32e9739d08554df8,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,2
5f730294b152eb5edba50fa5319ae858,Dresses,2,No,61
f0599c3169f4e798f36caac1755e134f," T-shirts, singlets and other vests",2,No,61
b6aca3aee47d58db903c0b2992f399f9,WEBSITE,WEBSITE,WEBSITE,WEBSITE
69aee334c28d38adf2b13128e88e3530,Other footwear with outer soles of leather,2,Yes,11
ed811edf9c99245e3a2ddc8824adeac9,WEBSITE,WEBSITE,WEBSITE,WEBSITE
6612e2c4c0a74dabdaf2fdf366cad4bc,Footwear with outer soles of rubber or plastics,3,Yes,11
b9f4ba110ab62f90c74f00594d84a7ee,WEBSITE,WEBSITE,WEBSITE,WEBSITE
4b1007c039970d346952c78a08c28277,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,12
219c097c5c2c1b664dd1190e3738cd6f,"Trousers, overalls, shorts",3,Yes,55
21ddd477023c9192f43669baacf8389a,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,30
a9dd60890b6e054542bced93de9cae40,Articles of apparel and clothing accessories,9,Yes,1
56f11d4fcc140250d38369f2a8c65eeb,Jackets and blazers,9,No,4
59bea0a245a239ef7f93c606757dbe6e,,2,Yes,1
e2bf72c801aa8e2add2feace6bd89d3c,"Handbags, whether or not with shoulder strap, including those without handle",2,No,25
d846c6f5e4816ffb211e2ffe2cf2735a,Other footwear,11,Yes,3
8c74562b99d3f1df3796c65219ba1ef2,WEBSITE,WEBSITE,WEBSITE,WEBSITE
e547cd4ae475afc55ed249e2be9699d3,,2,No,17
2586c995c84df31760c731a1257ed148,,2,Yes,12
39bf60c5264194c40e8b7a225314ae40," T-shirts, singlets and other vests",9,Yes,11
98da82b1c001693db8cf8bc8c2f8dae6,N/D,3,Yes,14
52a0abec6e161db93f4c3795761d291a,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,4
01ecf373c53fbda32d1e8b51c9d876e4,"Blouses, shirts and shirt-blouses",3,No,4
f24de20248dc536384dc2189610b46f3,Articles of a kind normally carried in the pocket or in the handbag,2,No,5
b6ed476b28b17c1e0f1787a0f65b9e54,"Handbags, whether or not with shoulder strap, including those without handle",2,Yes,39
61ab5863928048511d52533739377319,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2,No,12
cc951b27c313e5176c31b17221975967,Other footwear,2,Yes,1
e61b41bb57dc26def71e7e3e84bb58ee,Footwear with outer soles of rubber or plastics,8,Yes,1
facafe93eba27034473c7b57d8902e0d,N/D,2,No,3
8eae10b3473d8865827eb37ebf73d78b,"Other headgear, whether or not lined or trimmed",14,Yes,9
c3b88c73f8709c5811e86f9f8de10bc4," T-shirts, singlets and other vests",2,No,15
ae60584808a3da6915743163c7b3d6d8," T-shirts, singlets and other vests",2,No,56
d072f68e913ec1a73cae2cdc31da3bc0,"Trousers, overalls, shorts",2,No,56
97960659d16a0366173a42f58a0c1c64,,2,Yes,12
283fc425d32fabdcda0f4661eb8d16b6,"Trousers, overalls, shorts",2,No,4
652b109c85551da7f946d9a764ded1c4," T-shirts, singlets and other vests",3,No,4
66cab88216ebe03f230383266629ecde," T-shirts, singlets and other vests",11,Yes,3
3f739363adbecd3ab227edb04eb03e6a,Footwear with outer soles of rubber or plastics,2,Yes,1
7963e66df6fb5d867c412fd12d88a2dc,Footwear with outer soles of rubber or plastics,2,Yes,25
41e916c79957daa695eb6e5da95f6d20,"Shawls, scarves, mufflers, mantillas, veils and similar articles",2,No,20
c4a4d4efccd5a0168876804db022b3a4,WEBSITE,WEBSITE,WEBSITE,WEBSITE
7b96342b003e331b7873f8707e16afe1,Underpants and briefs,3,No,20
98c3a44e6b0dad420f02b9d919db7a6b,"Pantyhose, tights",3,No,20
09058b763e09e3772d068dbda5978e31,"Trousers, overalls, shorts",3,No,20
6bbb2de21fffd672c37bcb87ae98d7f7,WEBSITE,WEBSITE,WEBSITE,WEBSITE
e3ed3f61dac980dec6e8b0a69372b566,,1,No,1
320def38bc6e1a3fb64f032dad91668f,Other accessories,7,No,4
a1301efbe24fade81d9cf1ff21f45b07,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",2,Yes,20
2f67c2d9cb37755e9635edce68075b3c,Jackets and blazers,2,Yes,4
76bd0a9d11b59e41fd310665d324af45,WEBSITE,WEBSITE,WEBSITE,WEBSITE
b95bb10265554f38759221da93e4a7cf," T-shirts, singlets and other vests",3,No,24
f24f8017b2a22dcf073833c1cb5be7f4,,2,No,12
bd3582cbf89e96cd129ccb0234c4d434,"Shawls, scarves, mufflers, mantillas, veils and similar articles",2,Yes,5
